True Label,Predicted Label,Prediction Probability,Prediction
1.0,0,0.08646158,Non-Apnea
0.0,0,0.10490227,Non-Apnea
0.0,0,0.08464555,Non-Apnea
0.0,0,0.006694096,Non-Apnea
1.0,0,0.0026994955,Non-Apnea
0.0,0,0.00019180788,Non-Apnea
0.0,0,3.524925e-06,Non-Apnea
0.0,0,1.4603825e-05,Non-Apnea
0.0,0,0.00014383062,Non-Apnea
0.0,0,0.0006840367,Non-Apnea
0.0,0,0.00042466915,Non-Apnea
0.0,0,0.0002078807,Non-Apnea
0.0,0,4.5226025e-05,Non-Apnea
0.0,0,2.0774136e-05,Non-Apnea
0.0,0,1.4347818e-05,Non-Apnea
0.0,0,5.994125e-07,Non-Apnea
0.0,0,5.518579e-06,Non-Apnea
0.0,0,3.4698032e-06,Non-Apnea
0.0,0,2.6061656e-07,Non-Apnea
0.0,0,8.906579e-08,Non-Apnea
0.0,0,1.0860879e-06,Non-Apnea
0.0,0,8.0949754e-08,Non-Apnea
0.0,0,1.8169375e-08,Non-Apnea
0.0,0,1.64398e-07,Non-Apnea
0.0,0,1.2933408e-05,Non-Apnea
0.0,0,0.00018529518,Non-Apnea
0.0,0,0.0023697657,Non-Apnea
1.0,0,0.024897914,Non-Apnea
1.0,0,0.34729573,Non-Apnea
1.0,1,0.7119893,Apnea
1.0,1,0.5820182,Apnea
1.0,0,0.20792846,Non-Apnea
1.0,0,0.09077357,Non-Apnea
1.0,0,0.010823589,Non-Apnea
1.0,0,0.006027717,Non-Apnea
1.0,0,0.0022461463,Non-Apnea
1.0,0,0.0002802644,Non-Apnea
1.0,0,8.375297e-05,Non-Apnea
1.0,0,0.0011122676,Non-Apnea
1.0,0,0.0004774767,Non-Apnea
1.0,0,0.0046216995,Non-Apnea
1.0,0,0.059113137,Non-Apnea
1.0,0,0.20284021,Non-Apnea
1.0,0,0.2432509,Non-Apnea
1.0,1,0.8075476,Apnea
1.0,0,0.2901555,Non-Apnea
1.0,0,0.4133242,Non-Apnea
0.0,1,0.85788625,Apnea
1.0,1,0.6813114,Apnea
1.0,1,0.84223473,Apnea
1.0,1,0.87732214,Apnea
1.0,0,0.33059853,Non-Apnea
1.0,1,0.5364492,Apnea
1.0,1,0.5039132,Apnea
1.0,0,0.2627525,Non-Apnea
1.0,1,0.5838279,Apnea
1.0,1,0.74216044,Apnea
1.0,1,0.58039534,Apnea
1.0,1,0.67730206,Apnea
1.0,1,0.7893486,Apnea
1.0,1,0.8532329,Apnea
1.0,1,0.95465124,Apnea
1.0,1,0.98112947,Apnea
1.0,1,0.99373615,Apnea
1.0,1,0.9950193,Apnea
1.0,1,0.99636614,Apnea
1.0,1,0.9879924,Apnea
1.0,1,0.9851854,Apnea
1.0,1,0.98584104,Apnea
1.0,1,0.9904661,Apnea
1.0,1,0.9732798,Apnea
0.0,1,0.9920563,Apnea
1.0,1,0.9762029,Apnea
1.0,1,0.97478163,Apnea
1.0,1,0.96597636,Apnea
1.0,1,0.5638137,Apnea
1.0,1,0.89833844,Apnea
1.0,1,0.964891,Apnea
1.0,1,0.90475494,Apnea
1.0,1,0.9462787,Apnea
1.0,1,0.92113864,Apnea
1.0,0,0.18099293,Non-Apnea
1.0,0,0.28610936,Non-Apnea
0.0,0,0.22365794,Non-Apnea
0.0,0,0.15429786,Non-Apnea
0.0,0,0.1628721,Non-Apnea
0.0,0,0.2799576,Non-Apnea
0.0,0,0.31207132,Non-Apnea
1.0,0,0.28772298,Non-Apnea
1.0,0,0.21867947,Non-Apnea
1.0,1,0.65180886,Apnea
1.0,1,0.87375873,Apnea
1.0,1,0.9347342,Apnea
1.0,1,0.950744,Apnea
1.0,1,0.7563846,Apnea
1.0,1,0.70913017,Apnea
1.0,1,0.686687,Apnea
1.0,0,0.266698,Non-Apnea
1.0,0,0.086109936,Non-Apnea
1.0,0,0.27073038,Non-Apnea
1.0,1,0.8333184,Apnea
1.0,1,0.9688283,Apnea
1.0,1,0.9795329,Apnea
1.0,1,0.9892679,Apnea
1.0,1,0.9900455,Apnea
1.0,1,0.993141,Apnea
1.0,1,0.99454945,Apnea
1.0,1,0.98717,Apnea
1.0,1,0.7247601,Apnea
1.0,0,0.49135557,Non-Apnea
1.0,0,0.20452228,Non-Apnea
1.0,0,0.15068659,Non-Apnea
1.0,0,0.18736812,Non-Apnea
1.0,1,0.7657631,Apnea
1.0,1,0.9385742,Apnea
1.0,1,0.9796694,Apnea
1.0,1,0.99276334,Apnea
1.0,1,0.99620783,Apnea
1.0,1,0.99582016,Apnea
1.0,1,0.99783033,Apnea
1.0,1,0.99675494,Apnea
1.0,1,0.97701913,Apnea
1.0,1,0.98560256,Apnea
1.0,1,0.9581185,Apnea
1.0,1,0.9775934,Apnea
1.0,1,0.99804664,Apnea
1.0,1,0.99686974,Apnea
1.0,1,0.9984937,Apnea
1.0,1,0.99802434,Apnea
1.0,1,0.9908043,Apnea
1.0,1,0.9444883,Apnea
1.0,1,0.90979564,Apnea
1.0,1,0.7929285,Apnea
1.0,1,0.85172856,Apnea
1.0,1,0.81983584,Apnea
1.0,1,0.9550306,Apnea
1.0,1,0.9240285,Apnea
1.0,1,0.91371804,Apnea
1.0,1,0.7339288,Apnea
1.0,1,0.78849757,Apnea
1.0,0,0.43336543,Non-Apnea
1.0,1,0.63195246,Apnea
1.0,1,0.86482465,Apnea
1.0,1,0.93421096,Apnea
1.0,1,0.99142903,Apnea
1.0,1,0.99527586,Apnea
1.0,1,0.99395883,Apnea
1.0,1,0.99953735,Apnea
1.0,1,0.9998399,Apnea
1.0,1,0.99973375,Apnea
1.0,1,0.9979924,Apnea
1.0,1,0.99440634,Apnea
1.0,1,0.9448342,Apnea
0.0,1,0.935075,Apnea
1.0,1,0.6711859,Apnea
1.0,1,0.7353773,Apnea
0.0,1,0.6902577,Apnea
1.0,1,0.88443446,Apnea
1.0,1,0.90325844,Apnea
1.0,1,0.94773394,Apnea
1.0,1,0.9950647,Apnea
1.0,1,0.99657494,Apnea
1.0,1,0.9976926,Apnea
1.0,1,0.9958092,Apnea
1.0,1,0.995089,Apnea
1.0,1,0.9811091,Apnea
1.0,1,0.90494937,Apnea
1.0,1,0.82453436,Apnea
1.0,1,0.9804585,Apnea
1.0,1,0.93144745,Apnea
1.0,1,0.95244044,Apnea
1.0,1,0.8417806,Apnea
1.0,0,0.27424768,Non-Apnea
0.0,0,0.033588935,Non-Apnea
0.0,0,0.0005890474,Non-Apnea
0.0,0,5.086948e-06,Non-Apnea
0.0,0,0.00012033734,Non-Apnea
0.0,0,0.0023438702,Non-Apnea
0.0,0,0.021373928,Non-Apnea
1.0,0,0.32104352,Non-Apnea
1.0,0,0.17962222,Non-Apnea
1.0,0,0.24657685,Non-Apnea
0.0,0,0.06527227,Non-Apnea
0.0,0,0.006682413,Non-Apnea
0.0,0,0.009288184,Non-Apnea
0.0,0,0.025640475,Non-Apnea
0.0,0,0.1251205,Non-Apnea
1.0,0,0.23352952,Non-Apnea
1.0,0,0.18252784,Non-Apnea
1.0,0,0.030290158,Non-Apnea
0.0,0,0.084250525,Non-Apnea
0.0,0,0.009919027,Non-Apnea
0.0,0,0.026284024,Non-Apnea
0.0,0,0.07927649,Non-Apnea
0.0,0,0.052233215,Non-Apnea
0.0,0,0.030051721,Non-Apnea
0.0,0,0.13213928,Non-Apnea
0.0,0,0.34675357,Non-Apnea
1.0,0,0.13536638,Non-Apnea
1.0,0,0.19977081,Non-Apnea
0.0,0,0.13869752,Non-Apnea
0.0,0,0.25770867,Non-Apnea
0.0,1,0.63381755,Apnea
0.0,1,0.9037879,Apnea
1.0,1,0.98460335,Apnea
1.0,1,0.9961195,Apnea
1.0,1,0.9973883,Apnea
1.0,1,0.9965738,Apnea
1.0,1,0.999353,Apnea
1.0,1,0.9995883,Apnea
1.0,1,0.9966955,Apnea
1.0,1,0.8566006,Apnea
1.0,1,0.96137685,Apnea
1.0,1,0.9740514,Apnea
1.0,1,0.93274754,Apnea
1.0,1,0.98423404,Apnea
1.0,1,0.994056,Apnea
1.0,1,0.99056643,Apnea
1.0,1,0.94120604,Apnea
1.0,1,0.9970125,Apnea
1.0,1,0.9835712,Apnea
1.0,1,0.91938233,Apnea
1.0,1,0.82197416,Apnea
1.0,1,0.9110593,Apnea
1.0,1,0.5831143,Apnea
1.0,0,0.2619182,Non-Apnea
1.0,1,0.69170374,Apnea
0.0,1,0.57658076,Apnea
0.0,1,0.59976166,Apnea
1.0,1,0.7017586,Apnea
1.0,1,0.89950556,Apnea
1.0,1,0.63744324,Apnea
1.0,0,0.35829288,Non-Apnea
1.0,0,0.16619499,Non-Apnea
1.0,1,0.54252595,Apnea
1.0,1,0.92292863,Apnea
1.0,1,0.9342533,Apnea
1.0,1,0.8802053,Apnea
1.0,1,0.9795426,Apnea
1.0,1,0.9444109,Apnea
1.0,1,0.9397758,Apnea
1.0,1,0.9502186,Apnea
1.0,1,0.9589725,Apnea
1.0,1,0.81782335,Apnea
1.0,1,0.51097083,Apnea
1.0,1,0.8019845,Apnea
1.0,1,0.6709701,Apnea
1.0,1,0.7156505,Apnea
1.0,1,0.81494665,Apnea
1.0,1,0.9729614,Apnea
1.0,1,0.9611976,Apnea
1.0,1,0.98788726,Apnea
1.0,1,0.9659223,Apnea
1.0,1,0.7598648,Apnea
1.0,0,0.20789205,Non-Apnea
1.0,0,0.24063906,Non-Apnea
0.0,0,0.4740551,Non-Apnea
0.0,0,0.48856476,Non-Apnea
1.0,0,0.1418955,Non-Apnea
1.0,0,0.31918988,Non-Apnea
1.0,0,0.17810729,Non-Apnea
1.0,0,0.4678179,Non-Apnea
1.0,1,0.74546385,Apnea
1.0,0,0.2090661,Non-Apnea
1.0,0,0.42073095,Non-Apnea
1.0,0,0.3428841,Non-Apnea
1.0,0,0.28308043,Non-Apnea
1.0,0,0.17342985,Non-Apnea
1.0,0,0.2662356,Non-Apnea
1.0,0,0.4854244,Non-Apnea
1.0,1,0.9350459,Apnea
1.0,1,0.8963223,Apnea
1.0,1,0.75883746,Apnea
1.0,1,0.56538844,Apnea
1.0,0,0.4306434,Non-Apnea
1.0,0,0.08710956,Non-Apnea
1.0,0,0.18351765,Non-Apnea
1.0,0,0.4128915,Non-Apnea
1.0,0,0.16909488,Non-Apnea
1.0,1,0.7681038,Apnea
1.0,0,0.49768788,Non-Apnea
1.0,0,0.16681062,Non-Apnea
1.0,0,0.16252534,Non-Apnea
1.0,0,0.14646707,Non-Apnea
1.0,0,0.0865044,Non-Apnea
1.0,0,0.29285762,Non-Apnea
1.0,1,0.5915881,Apnea
1.0,0,0.45016915,Non-Apnea
1.0,1,0.72440845,Apnea
1.0,0,0.10221791,Non-Apnea
1.0,0,0.27090183,Non-Apnea
1.0,0,0.29141647,Non-Apnea
0.0,0,0.17034619,Non-Apnea
0.0,0,0.28700975,Non-Apnea
0.0,1,0.9398074,Apnea
0.0,0,0.0009906759,Non-Apnea
0.0,0,0.38882747,Non-Apnea
0.0,1,0.664508,Apnea
0.0,1,0.7492026,Apnea
0.0,1,0.8754633,Apnea
0.0,1,0.92308116,Apnea
0.0,1,0.64351827,Apnea
0.0,1,0.9622739,Apnea
0.0,0,0.09532725,Non-Apnea
0.0,0,0.38133195,Non-Apnea
0.0,0,0.33485478,Non-Apnea
0.0,0,0.09572294,Non-Apnea
0.0,0,0.059010927,Non-Apnea
0.0,0,0.06286182,Non-Apnea
0.0,0,0.005150512,Non-Apnea
0.0,0,0.006168091,Non-Apnea
0.0,0,0.0066623795,Non-Apnea
0.0,0,0.004031138,Non-Apnea
0.0,0,0.010879824,Non-Apnea
0.0,1,0.9743893,Apnea
0.0,1,0.9845541,Apnea
0.0,1,0.9889803,Apnea
0.0,1,0.96573436,Apnea
0.0,1,0.8877796,Apnea
0.0,1,0.8916162,Apnea
0.0,1,0.98102564,Apnea
0.0,1,0.90101224,Apnea
0.0,1,0.90114504,Apnea
0.0,1,0.84009594,Apnea
0.0,1,0.9803729,Apnea
0.0,0,0.059870463,Non-Apnea
0.0,0,0.037440997,Non-Apnea
0.0,0,0.042138267,Non-Apnea
0.0,0,0.02379455,Non-Apnea
0.0,1,0.8848976,Apnea
0.0,1,0.9944563,Apnea
0.0,1,0.9852483,Apnea
0.0,1,0.98167646,Apnea
0.0,1,0.9798972,Apnea
0.0,1,0.8925977,Apnea
0.0,1,0.9530971,Apnea
0.0,1,0.95583653,Apnea
0.0,1,0.71698153,Apnea
0.0,0,0.017856697,Non-Apnea
0.0,0,0.0052975663,Non-Apnea
0.0,0,0.00071550865,Non-Apnea
0.0,0,0.011956299,Non-Apnea
0.0,0,0.012476221,Non-Apnea
0.0,0,0.005961165,Non-Apnea
0.0,0,0.0037115386,Non-Apnea
0.0,0,0.011523044,Non-Apnea
0.0,0,0.008220649,Non-Apnea
0.0,0,0.0016505858,Non-Apnea
0.0,0,0.017323418,Non-Apnea
0.0,0,0.072241284,Non-Apnea
0.0,0,0.01097501,Non-Apnea
0.0,0,0.00086160883,Non-Apnea
0.0,0,0.016640786,Non-Apnea
0.0,0,0.06487364,Non-Apnea
0.0,0,0.099621475,Non-Apnea
0.0,0,0.08368888,Non-Apnea
0.0,1,0.6004621,Apnea
1.0,0,0.48831746,Non-Apnea
1.0,1,0.6381302,Apnea
1.0,0,0.32152078,Non-Apnea
1.0,0,0.44751218,Non-Apnea
1.0,0,0.15488192,Non-Apnea
0.0,0,0.27976814,Non-Apnea
0.0,0,0.48344976,Non-Apnea
0.0,0,0.24564883,Non-Apnea
0.0,0,0.15576267,Non-Apnea
0.0,0,0.2141184,Non-Apnea
0.0,1,0.9481398,Apnea
0.0,1,0.76144046,Apnea
0.0,0,0.4537735,Non-Apnea
1.0,1,0.65290976,Apnea
1.0,1,0.89056,Apnea
1.0,1,0.822252,Apnea
1.0,1,0.6615991,Apnea
1.0,1,0.53749335,Apnea
1.0,1,0.5822045,Apnea
1.0,1,0.5105695,Apnea
1.0,1,0.5391899,Apnea
1.0,1,0.9903785,Apnea
1.0,1,0.99842995,Apnea
1.0,1,0.9949339,Apnea
1.0,1,0.99635386,Apnea
1.0,1,0.9951427,Apnea
1.0,1,0.9923914,Apnea
1.0,1,0.9583669,Apnea
1.0,1,0.73297155,Apnea
1.0,0,0.49574158,Non-Apnea
1.0,1,0.5494557,Apnea
0.0,1,0.6790607,Apnea
0.0,1,0.88073,Apnea
1.0,1,0.9507274,Apnea
1.0,1,0.84554756,Apnea
0.0,1,0.7725501,Apnea
0.0,0,0.09788297,Non-Apnea
0.0,0,0.0035390798,Non-Apnea
0.0,0,4.7537542e-05,Non-Apnea
0.0,0,8.905794e-06,Non-Apnea
0.0,0,6.6929783e-06,Non-Apnea
0.0,0,5.7989114e-06,Non-Apnea
0.0,0,3.9895636e-05,Non-Apnea
0.0,0,4.2402016e-06,Non-Apnea
0.0,0,6.936198e-06,Non-Apnea
0.0,0,4.5892907e-06,Non-Apnea
0.0,0,8.88518e-06,Non-Apnea
0.0,0,5.846139e-05,Non-Apnea
0.0,0,0.00010720287,Non-Apnea
0.0,0,0.00013600638,Non-Apnea
0.0,0,8.869129e-05,Non-Apnea
0.0,0,0.000114448674,Non-Apnea
0.0,0,0.0001628308,Non-Apnea
0.0,0,0.00022070207,Non-Apnea
0.0,0,0.00025763916,Non-Apnea
0.0,0,0.00028285617,Non-Apnea
0.0,0,0.00013130394,Non-Apnea
0.0,0,2.9651444e-05,Non-Apnea
0.0,0,1.6659234e-05,Non-Apnea
0.0,0,5.650693e-06,Non-Apnea
0.0,0,0.00010091067,Non-Apnea
0.0,0,0.1840462,Non-Apnea
0.0,1,0.524472,Apnea
0.0,1,0.67043537,Apnea
1.0,1,0.82050896,Apnea
1.0,1,0.9069707,Apnea
1.0,1,0.5605095,Apnea
1.0,1,0.5255954,Apnea
1.0,1,0.76455057,Apnea
1.0,1,0.9943136,Apnea
1.0,1,0.998692,Apnea
1.0,1,0.9993944,Apnea
1.0,1,0.9993789,Apnea
1.0,1,0.9995409,Apnea
1.0,1,0.9396258,Apnea
1.0,1,0.9559172,Apnea
1.0,1,0.9407604,Apnea
1.0,1,0.97152686,Apnea
1.0,1,0.9654021,Apnea
1.0,1,0.9786107,Apnea
1.0,1,0.99186,Apnea
1.0,1,0.964669,Apnea
1.0,1,0.98105043,Apnea
1.0,1,0.99342644,Apnea
1.0,1,0.994335,Apnea
1.0,1,0.96093524,Apnea
1.0,1,0.82129854,Apnea
1.0,1,0.86473364,Apnea
1.0,0,0.13008845,Non-Apnea
1.0,0,0.008481308,Non-Apnea
0.0,0,0.012613885,Non-Apnea
0.0,0,0.011054995,Non-Apnea
0.0,0,0.005631833,Non-Apnea
0.0,0,0.0011035511,Non-Apnea
0.0,0,0.0011855554,Non-Apnea
0.0,0,0.0004966141,Non-Apnea
0.0,0,0.000116179726,Non-Apnea
0.0,0,0.0022319716,Non-Apnea
0.0,0,0.0063159503,Non-Apnea
0.0,0,0.004495579,Non-Apnea
0.0,0,0.011076543,Non-Apnea
0.0,0,0.05184312,Non-Apnea
0.0,0,0.00031014215,Non-Apnea
0.0,0,0.0036824325,Non-Apnea
0.0,0,0.0015358547,Non-Apnea
0.0,0,0.002016936,Non-Apnea
0.0,0,0.0005438054,Non-Apnea
0.0,0,0.00023689034,Non-Apnea
0.0,0,3.401111e-06,Non-Apnea
0.0,0,4.5959873e-06,Non-Apnea
0.0,1,0.9705837,Apnea
0.0,1,0.9856743,Apnea
0.0,1,0.9779457,Apnea
0.0,1,0.9361586,Apnea
0.0,1,0.8599462,Apnea
0.0,0,0.00029494474,Non-Apnea
0.0,0,4.274469e-06,Non-Apnea
0.0,0,1.4495071e-05,Non-Apnea
0.0,0,0.0019365712,Non-Apnea
0.0,0,0.004633609,Non-Apnea
0.0,0,0.0037463761,Non-Apnea
0.0,0,0.013111098,Non-Apnea
0.0,0,0.003765185,Non-Apnea
0.0,0,0.0054369853,Non-Apnea
0.0,0,0.005792869,Non-Apnea
0.0,0,0.0014935724,Non-Apnea
0.0,0,0.0026834502,Non-Apnea
0.0,0,0.0036603543,Non-Apnea
0.0,0,5.9158712e-05,Non-Apnea
0.0,0,7.470767e-05,Non-Apnea
0.0,1,0.9612114,Apnea
0.0,1,0.8768284,Apnea
0.0,1,0.96985584,Apnea
1.0,1,0.96285117,Apnea
1.0,1,0.99491704,Apnea
1.0,1,0.9988243,Apnea
1.0,1,0.999665,Apnea
1.0,1,0.9998661,Apnea
1.0,1,0.99994814,Apnea
1.0,1,0.99978834,Apnea
1.0,1,0.9997656,Apnea
1.0,1,0.9987477,Apnea
1.0,1,0.99509525,Apnea
1.0,1,0.9946378,Apnea
1.0,1,0.9969643,Apnea
1.0,1,0.99463886,Apnea
1.0,1,0.99296325,Apnea
1.0,1,0.9977411,Apnea
1.0,1,0.581167,Apnea
1.0,0,0.41318837,Non-Apnea
1.0,1,0.6761457,Apnea
1.0,1,0.80695075,Apnea
1.0,1,0.76480377,Apnea
1.0,0,0.40940112,Non-Apnea
1.0,0,0.32429293,Non-Apnea
0.0,0,0.21636394,Non-Apnea
0.0,0,0.036242522,Non-Apnea
0.0,0,0.011297892,Non-Apnea
0.0,0,0.01863702,Non-Apnea
0.0,0,0.012522695,Non-Apnea
0.0,0,0.0068466947,Non-Apnea
0.0,0,0.023771517,Non-Apnea
0.0,0,0.040833175,Non-Apnea
0.0,0,0.026697917,Non-Apnea
0.0,0,0.09077078,Non-Apnea
0.0,0,0.11525328,Non-Apnea
0.0,0,0.053572435,Non-Apnea
0.0,0,0.13905038,Non-Apnea
0.0,0,0.43249506,Non-Apnea
0.0,0,0.17417043,Non-Apnea
0.0,1,0.68332577,Apnea
0.0,1,0.818655,Apnea
0.0,0,0.35454813,Non-Apnea
0.0,0,0.16665891,Non-Apnea
0.0,0,0.02009208,Non-Apnea
0.0,0,1.3280047e-06,Non-Apnea
0.0,0,2.415621e-06,Non-Apnea
0.0,0,1.7371702e-06,Non-Apnea
0.0,0,7.5967196e-06,Non-Apnea
0.0,0,1.7709846e-05,Non-Apnea
0.0,0,0.00010213989,Non-Apnea
0.0,0,3.171926e-05,Non-Apnea
0.0,0,0.00089254195,Non-Apnea
0.0,0,0.00033430825,Non-Apnea
0.0,0,0.0003505318,Non-Apnea
0.0,0,0.00029754173,Non-Apnea
0.0,0,0.00012847813,Non-Apnea
0.0,0,0.00015219461,Non-Apnea
0.0,0,0.00017488537,Non-Apnea
0.0,0,4.7826194e-05,Non-Apnea
0.0,0,3.4618104e-05,Non-Apnea
0.0,0,8.71464e-06,Non-Apnea
0.0,0,8.8136025e-05,Non-Apnea
0.0,0,0.00041484844,Non-Apnea
0.0,0,0.001713867,Non-Apnea
0.0,0,0.0009912564,Non-Apnea
0.0,0,0.0014304803,Non-Apnea
0.0,0,0.00031699886,Non-Apnea
0.0,0,0.0002056604,Non-Apnea
0.0,0,0.0003125586,Non-Apnea
0.0,0,3.5287263e-05,Non-Apnea
0.0,0,8.504769e-05,Non-Apnea
0.0,0,4.952106e-05,Non-Apnea
0.0,0,2.3286224e-05,Non-Apnea
0.0,0,6.2771983e-06,Non-Apnea
0.0,0,1.2803178e-05,Non-Apnea
0.0,0,0.00081254926,Non-Apnea
0.0,0,0.00036610762,Non-Apnea
0.0,0,0.0003236086,Non-Apnea
0.0,0,0.0238105,Non-Apnea
0.0,0,0.02222204,Non-Apnea
0.0,0,0.010296258,Non-Apnea
0.0,0,0.057447117,Non-Apnea
0.0,0,0.056709804,Non-Apnea
0.0,0,0.11985948,Non-Apnea
0.0,0,0.15102677,Non-Apnea
0.0,0,0.16182528,Non-Apnea
0.0,0,0.28391403,Non-Apnea
0.0,0,0.31806552,Non-Apnea
1.0,1,0.83700466,Apnea
1.0,1,0.9328244,Apnea
1.0,1,0.8693327,Apnea
1.0,1,0.7667062,Apnea
1.0,1,0.6774318,Apnea
1.0,1,0.8028835,Apnea
1.0,1,0.9703022,Apnea
1.0,1,0.98768336,Apnea
1.0,1,0.9978745,Apnea
1.0,1,0.9994368,Apnea
1.0,1,0.9991547,Apnea
1.0,1,0.9953916,Apnea
1.0,1,0.9963921,Apnea
1.0,1,0.9959675,Apnea
1.0,1,0.99285007,Apnea
1.0,1,0.9830845,Apnea
1.0,1,0.97080743,Apnea
1.0,1,0.9765622,Apnea
1.0,1,0.85301495,Apnea
1.0,1,0.8745065,Apnea
1.0,1,0.90095186,Apnea
1.0,1,0.9941882,Apnea
1.0,1,0.9958962,Apnea
1.0,1,0.99489814,Apnea
1.0,1,0.991383,Apnea
1.0,1,0.9941882,Apnea
1.0,1,0.95577633,Apnea
1.0,1,0.6285997,Apnea
1.0,1,0.6554322,Apnea
1.0,0,0.48823887,Non-Apnea
1.0,1,0.6940769,Apnea
1.0,1,0.71400434,Apnea
1.0,1,0.9996531,Apnea
1.0,1,0.9997626,Apnea
1.0,1,0.9998074,Apnea
1.0,1,0.9995602,Apnea
1.0,1,0.9976222,Apnea
1.0,1,0.998004,Apnea
1.0,1,0.9944419,Apnea
1.0,1,0.98194814,Apnea
1.0,1,0.99735403,Apnea
1.0,1,0.9833407,Apnea
1.0,1,0.995233,Apnea
1.0,1,0.9815129,Apnea
1.0,1,0.9945333,Apnea
1.0,1,0.9978607,Apnea
1.0,1,0.9988103,Apnea
1.0,1,0.9984889,Apnea
1.0,1,0.99911016,Apnea
1.0,1,0.9934122,Apnea
1.0,1,0.98527026,Apnea
1.0,1,0.9505864,Apnea
1.0,1,0.9372456,Apnea
1.0,1,0.9609225,Apnea
1.0,1,0.9161559,Apnea
1.0,1,0.8838104,Apnea
1.0,1,0.9022793,Apnea
1.0,1,0.92560816,Apnea
1.0,1,0.9124584,Apnea
1.0,1,0.99931455,Apnea
1.0,1,0.9989568,Apnea
1.0,1,0.9997086,Apnea
1.0,1,0.9997484,Apnea
1.0,1,0.99996555,Apnea
1.0,1,0.99993086,Apnea
1.0,1,0.9997787,Apnea
1.0,1,0.9995945,Apnea
1.0,1,0.9992372,Apnea
1.0,1,0.9992163,Apnea
1.0,1,0.9995491,Apnea
1.0,1,0.98969203,Apnea
1.0,1,0.98916316,Apnea
1.0,1,0.9826779,Apnea
0.0,1,0.9527281,Apnea
0.0,1,0.9741789,Apnea
0.0,0,0.4235232,Non-Apnea
0.0,1,0.98613805,Apnea
0.0,1,0.8329047,Apnea
0.0,1,0.78508663,Apnea
0.0,1,0.90641904,Apnea
0.0,1,0.9167942,Apnea
0.0,0,0.016712872,Non-Apnea
0.0,0,0.08413374,Non-Apnea
0.0,1,0.84392357,Apnea
1.0,1,0.9582078,Apnea
1.0,1,0.9634894,Apnea
1.0,1,0.70821255,Apnea
1.0,1,0.9122073,Apnea
1.0,1,0.84003544,Apnea
1.0,1,0.9359158,Apnea
1.0,1,0.9481547,Apnea
1.0,1,0.8904619,Apnea
1.0,1,0.90549713,Apnea
1.0,1,0.9590265,Apnea
1.0,1,0.8524022,Apnea
1.0,1,0.88390905,Apnea
1.0,1,0.9911095,Apnea
1.0,1,0.9882647,Apnea
1.0,1,0.9793956,Apnea
1.0,1,0.9839744,Apnea
1.0,1,0.9811229,Apnea
1.0,1,0.9764405,Apnea
1.0,1,0.81730235,Apnea
1.0,0,0.40443084,Non-Apnea
0.0,0,0.38444406,Non-Apnea
0.0,1,0.9657758,Apnea
0.0,1,0.9139236,Apnea
0.0,1,0.9080324,Apnea
0.0,1,0.8797684,Apnea
0.0,1,0.7719556,Apnea
0.0,0,0.23671018,Non-Apnea
0.0,1,0.83215505,Apnea
1.0,1,0.8613995,Apnea
1.0,1,0.97069216,Apnea
1.0,1,0.8529618,Apnea
1.0,1,0.98305696,Apnea
1.0,1,0.89230204,Apnea
1.0,1,0.92850816,Apnea
1.0,1,0.86655563,Apnea
0.0,1,0.9488135,Apnea
0.0,1,0.9488725,Apnea
0.0,1,0.9027695,Apnea
0.0,0,0.17519638,Non-Apnea
0.0,0,0.10553769,Non-Apnea
0.0,0,0.05504084,Non-Apnea
0.0,0,0.0003125455,Non-Apnea
0.0,0,0.000116325056,Non-Apnea
0.0,0,0.00013177632,Non-Apnea
0.0,0,0.00015295287,Non-Apnea
0.0,0,0.00016404355,Non-Apnea
0.0,0,0.00066041126,Non-Apnea
0.0,0,0.005417799,Non-Apnea
0.0,0,0.049114577,Non-Apnea
0.0,0,0.04616928,Non-Apnea
0.0,0,0.042198602,Non-Apnea
0.0,0,0.0677302,Non-Apnea
0.0,0,0.008999928,Non-Apnea
0.0,0,0.0035553055,Non-Apnea
0.0,0,0.015222851,Non-Apnea
0.0,0,0.023375327,Non-Apnea
0.0,0,0.0031761231,Non-Apnea
0.0,0,0.0023259502,Non-Apnea
0.0,0,0.040268503,Non-Apnea
0.0,0,0.162374,Non-Apnea
0.0,0,0.4473746,Non-Apnea
1.0,1,0.9289204,Apnea
1.0,1,0.99164623,Apnea
1.0,1,0.9981128,Apnea
1.0,1,0.9964623,Apnea
1.0,1,0.99936074,Apnea
1.0,1,0.9988361,Apnea
1.0,1,0.9985398,Apnea
1.0,1,0.9887256,Apnea
1.0,1,0.97357136,Apnea
1.0,1,0.9094296,Apnea
1.0,1,0.8412103,Apnea
1.0,1,0.92662877,Apnea
1.0,1,0.7282728,Apnea
1.0,1,0.5748916,Apnea
1.0,0,0.35947254,Non-Apnea
1.0,0,0.30687943,Non-Apnea
1.0,0,0.19482586,Non-Apnea
1.0,0,0.24606007,Non-Apnea
1.0,0,0.2863508,Non-Apnea
1.0,0,0.2680372,Non-Apnea
1.0,0,0.40531263,Non-Apnea
1.0,1,0.8708741,Apnea
1.0,1,0.7033451,Apnea
1.0,1,0.9242383,Apnea
1.0,1,0.97204834,Apnea
1.0,1,0.97099876,Apnea
1.0,1,0.85896057,Apnea
1.0,1,0.6982815,Apnea
1.0,1,0.7172801,Apnea
